col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,target
4235,7.211102551,44.20407221,15.65247584,25.3968502,15.39480432,2.634217151,cat2,739.5356408,cat14,1416.142572
4237,6.244997998,62.40993511,23.68543856,35.65108694,23.15167381,2.8297173,cat2,145.9418017,cat14,1416.142572
4246,5.830951895,43.08131846,16.52271164,23.23790008,16.24807681,2.020717694,cat2,401.9815246,cat2,1416.142572
4247,4.795831523,43.52011029,20.39607805,27.73084925,19.79898987,2.456664405,cat2,523.5379525,na,1416.142572
4248,6.708203932,48.73397172,20.42057786,27.40437921,20.24845673,2.583389247,cat2,175.3984571,cat15,1416.142572
4249,4.795831523,67.63135368,37.72267223,40.29888336,31.54362059,2.023981225,cat2,594.3390468,cat15,1416.142572
4250,6.32455532,74.06078585,35.24202037,45.09988914,33.66006536,1.92286245,cat2,237.8544879,na,1416.142572
4253,7.211102551,33.10589071,15.71623365,20.5669638,15.16575089,1.737210408,cat2,747.0465648,,1416.142572
4260,5.385164807,56.50663678,38.10511777,45.15528762,35.56683849,1.349407277,cat2,560.8824771,cat4,1416.142572
4320,7.211102551,37.8153408,13.6381817,23.38803113,13.34166406,3.219642837,cat2,716.8660432,cat14,1416.142572
4328,7.211102551,42.15447782,21.30727575,25.90366769,20.95232684,1.873045648,cat2,43.73499691,cat6,1416.142572
4346,5.830951895,53.1130869,19.97498436,29.03446228,19.77371993,3.408078638,cat2,607.9392048,cat4,1416.142572
4347,5.099019514,62.46599075,24.69817807,38.31448812,25.13961018,2.917807396,cat2,647.1221181,cat10,1416.142572
4348,5.744562647,86.47543004,40.9633983,51.97114584,38.72983346,2.04247399,cat2,284.8442653,na,1416.142572
4349,5.916079783,62.8171951,26.36285265,36.89173349,24.8997992,2.553331158,cat2,738.1527176,na,1416.142572
4351,6.480740698,74.28324172,31.28897569,43.16248371,30.9354166,2.929880544,cat2,296.1669733,cat3,1416.142572
4352,6,54.4334456,28.94822965,33.60059523,27.29468813,1.599624956,cat2,213.0759295,cat15,1416.142572
4353,6.08276253,20.174241,8.185352772,10,6.8556546,3.872996256,cat2,259.3316676,,1416.142572
4354,6.244997998,61.62791575,24.20743687,31.22498999,22.91287847,3.051098163,cat2,406.1099673,na,1416.142572
4355,5.477225575,79.43550843,30.9354166,42.14261501,29.66479395,2.990652103,cat2,281.4853043,cat14,1416.142572
4356,6.403124237,27.01851217,11.22497216,15.16575089,11.18033989,2.078797729,cat2,419.8373145,cat5,1416.142572
4361,5.567764363,51.93264869,26.57066051,32.54228019,26.2488095,1.701234846,cat2,382.9538021,cat5,1416.142572
4560,7.211102551,7.615773106,7.211102551,6.403124237,5.196152423,2.024154144,cat2,152.1165185,cat2,1416.142572
4604,7.211102551,46.43274706,17.49285568,29.3428015,17.63519209,2.967524221,cat2,715.0168696,cat2,1416.142572
4605,7.211102551,42.90687591,15.49193338,26.32489316,14.76482306,3.872996256,cat2,199.9438168,cat8,1416.142572
4606,7.211102551,47.41307836,15.96871942,28.51315486,16.2788206,3.872996256,cat2,346.5896622,na,1416.142572
4607,7.211102551,38.49675311,13.07669683,23.04343724,12.68857754,3.872996256,cat2,548.6961305,cat6,1416.142572
4608,7.211102551,45.70557953,17.57839583,29.71531592,16.76305461,2.730824051,cat2,581.7741856,cat10,1416.142572
4623,7.211102551,54.58937626,19.13112647,31.09662361,18.94729532,3.349402932,cat2,195.0517817,cat6,1416.142572
4625,7.211102551,31.35283081,15.68438714,24.04163056,14.28285686,2.395683619,cat2,679.0657202,,1416.142572
4627,7.211102551,30.90307428,10,21.37755833,10.95445115,3.872996256,cat2,416.9483922,cat2,1416.142572
4631,4.472135955,57.13142743,35.32704347,54.02777064,34.51086785,1.538635759,cat2,412.7729056,cat12,1416.142572
4645,4.898979486,36.55133376,21.28379665,35.60898763,20.63976744,1.67934511,cat2,239.4581574,cat14,1416.142572
4675,7.211102551,49.96999099,20.14944168,32.09361307,20.29778313,2.211334439,cat2,641.4021582,cat15,1416.142572
4676,7.211102551,48.11444689,18.86796226,29.89983278,18.57417562,2.032928922,cat2,360.3183786,cat13,1416.142572
4678,7.211102551,37.69615365,12.76714533,22.24859546,12.92284798,3.253613376,cat2,102.1734051,na,1416.142572
4679,7.211102551,41.48493703,13.96424004,26.2297541,14,3.872996256,cat2,479.1335791,cat11,1416.142572
4680,7.211102551,40.26164428,16.85229955,24.24871131,16.4924225,2.494453848,cat2,445.0317869,cat5,1416.142572
4681,7.211102551,58.48931526,24.45403852,34.68429039,23.74868417,2.040049019,cat2,414.7230459,cat14,1416.142572
4682,7.211102551,52.49761899,23.28089345,31.1608729,22.58317958,2.363704719,cat2,564.2662956,na,1416.142572
4689,6.708203932,57.54997828,29.66479395,34.0147027,28.44292531,1.889947089,cat2,597.7201876,cat2,1416.142572
4701,4.582575695,60.44005295,30.91924967,38.85871846,29.83286778,1.886080592,cat2,796.2186689,cat11,1416.142572
4703,7.211102551,58.70264049,36.87817783,42.04759208,35.28455753,1.572323122,cat2,110.0542829,cat5,1416.142572
4704,7.211102551,36.24913792,13.03840481,25.07987241,14.62873884,2.677106647,cat2,96.82118548,na,1416.142572
4714,7.211102551,46.15192304,21.33072901,30.34798181,19.87460691,1.720610357,cat2,123.5308309,cat14,1416.142572
4716,7.211102551,40.09987531,17,25.0998008,15.87450787,2.357880404,cat2,746.7960661,cat15,1416.142572
4728,7.211102551,49.01020302,22.49444376,29.63106478,21.54065923,2.005417662,cat2,798.4496157,cat11,1416.142572
4741,5.916079783,59.30430001,29.64793416,40.39801975,28,1.759431726,cat2,466.5292165,cat14,1416.142572
4862,5.385164807,22.69361144,15.13274595,51.86520992,14.73091986,0.707036067,cat2,648.5338443,cat2,1416.142572
5242,5.385164807,80.29321266,31.81194744,46.73328578,30.98386677,2.87777692,cat2,521.5831664,cat10,1416.142572
5243,5.656854249,74.6860094,27.44084547,39.58535083,26.40075756,3.872996256,cat2,769.6620599,na,1416.142572
5244,5.196152423,45.70557953,17.40689519,25.57342371,16.43167673,3.518053439,cat2,240.3917587,cat8,1416.142572
5245,5.196152423,103.951912,37.94733192,59.25369187,36.76955262,3.567856499,cat2,569.3663835,cat11,1416.142572
5246,5.196152423,40.16217126,14.14213562,22.29349681,14.03566885,2.825508804,cat2,379.1231113,cat5,1416.142572
5247,4.472135955,103.5470907,40.21193853,61.08191222,38.87158345,3.121682239,cat2,728.4893467,cat15,1416.142572
5248,6,55.93746508,19.79898987,29.35983651,18.27566688,3.872996256,cat2,220.4763825,cat3,1416.142572
5249,6.782329983,27.89265136,9.486832981,15.42724862,9.643650761,3.872996256,cat2,213.7107235,cat14,1416.142572
5250,7.211102551,38.72983346,13.26649916,19.59591794,12.04159458,2.675369133,cat2,734.4511231,cat13,1416.142572
5251,5.567764363,81.70067319,29.01723626,45.7383865,28.21347196,3.441540353,cat2,36.31623307,cat10,1416.142572
5252,5.916079783,56.98245344,22.91287847,32.63433774,22,2.800464247,cat2,376.8541246,cat5,1416.142572
5253,5.656854249,89.67162316,33.77869151,52.61178575,33.2565783,3.346311402,cat2,730.8308811,cat3,1416.142572
5254,5.196152423,81.25884567,29.64793416,48.33218389,29.46183973,3.646025233,cat2,431.0375342,cat12,1416.142572
5255,5.385164807,69.04346457,27.87471973,38.72983346,25.25866188,3.285376691,cat2,643.6840222,cat10,1416.142572
5256,6.32455532,57.88782255,22,39.54743987,22.86919325,2.918098696,cat2,106.1525412,cat12,1416.142572
5257,6.08276253,63.5767253,23.43074903,36.30426972,23.28089345,3.586990382,cat2,527.7738047,cat14,1416.142572
5258,6.480740698,53.48831648,18.97366596,28.7923601,17.60681686,3.872996256,cat2,502.7813657,cat13,1416.142572
5259,6,54.12023651,19.13112647,32.46536616,18.76166304,3.684128119,cat2,774.6486279,na,1416.142572
5260,5.385164807,94.9368211,33.42154993,54.02777064,32.57299495,3.734568248,cat2,556.5925296,cat11,1416.142572
5261,6.244997998,38.56163897,12.76714533,20.34698995,12.64911064,3.872983346,cat2,628.6079841,na,1416.142572
5262,6.08276253,74.00675645,28.86173938,43.87482194,27.51363298,2.86160794,cat2,705.1817343,na,1416.142572
5263,6.708203932,42.59107888,18.02775638,26.62705391,17.63519209,2.196588264,cat2,82.56644054,cat15,1416.142572
5264,6.8556546,44.55333882,17.74823935,28.61817604,18.43908891,2.552391036,cat2,280.142354,cat5,1416.142572
5265,3.741657387,89.27485648,33.7934905,54.09251335,33.10589071,3.359553542,cat2,84.10171671,cat14,1416.142572
5266,5.744562647,82.32860985,33.04542328,50.39841267,32.43454948,2.926602125,cat2,434.713783,na,1416.142572
5267,6.403124237,38.49675311,15.45962483,24.8394847,15.55634919,2.976894355,cat2,77.25184769,cat6,1416.142572
5268,5.830951895,45.77116997,18.52025918,25.72936066,17.29161647,2.879826384,cat2,513.4375043,cat10,1416.142572
5269,4.898979486,48.29078587,18.68154169,27.58622845,18.02775638,2.702424837,cat2,351.1673131,cat15,1416.142572
5270,4.582575695,61.2780548,22.91287847,38.63935817,22.93468988,3.379837274,cat2,221.6399972,cat5,1416.142572
5271,5.916079783,95.26279442,43.10452412,60.38211656,41.52107898,2.455748358,cat2,321.974782,cat4,1416.142572
5272,6.480740698,31.51190251,11.40175425,19.18332609,11.5758369,3.287582699,cat2,616.6627672,cat13,1416.142572
5273,6.557438524,46.55104725,15.93737745,27.58622845,16,3.699216133,cat2,563.6644089,cat5,1416.142572
5274,6.708203932,41.36423576,16.24807681,27.11088342,16.15549442,3.017913186,cat2,133.4531361,cat15,1416.142572
5275,6.32455532,65.95452979,27.62245463,39.38273734,25.78759392,2.651754136,cat2,177.5669271,na,1416.142572
5276,6,64.43601477,23.28089345,38.22302971,23.4520788,3.872996256,cat2,386.0750814,cat4,1416.142572
5278,6.164414003,68.6658576,26.28687886,40.74309757,25.23885893,3.191895988,cat2,546.2990054,cat3,1416.142572
5279,6.708203932,35.65108694,13.78404875,20.46948949,13.07669683,2.764905062,cat2,202.3601345,cat6,1416.142572
5280,6.708203932,55.04543578,20.80865205,30.2654919,19.97498436,3.076751534,cat2,707.8267152,cat5,1416.142572
5281,6.92820323,60.19136151,22.97825059,35.80502758,22.71563338,3.085790012,cat2,168.0862501,cat13,1416.142572
5282,6.480740698,43.79497688,14.69693846,25.13961018,14.96662955,3.872996256,cat2,228.0007129,cat13,1416.142572
5283,5.099019514,81.09870529,42.29657197,54.19409562,40.64480287,2.191118436,cat2,29.29090472,cat6,1416.142572
5284,4.472135955,73.81056835,39.14077158,46.92547283,37.97367509,2.062862089,cat2,198.9785045,cat6,1416.142572
5285,5,51.85556865,26.81417536,35.05709629,25.74878638,1.894967018,cat2,726.9786941,cat8,1416.142572
5288,4.69041576,72.2149569,34.53983208,45.254834,33.48133809,2.168155898,cat2,524.1393547,cat15,1416.142572
5289,5.196152423,66.34003316,32.14031736,41.53311931,31.01612484,2.043281674,cat2,307.7261872,na,1416.142572
5290,6,46.292548,20.83266666,27.40437921,19.89974874,2.59799923,cat2,269.5432563,cat5,1416.142572
5291,6.708203932,36.68787266,14.62873884,20.37154879,14.45683229,2.651131834,cat2,388.6635914,na,1416.142572
5292,6.782329983,37.40320842,12.16552506,20.24845673,12.32882801,3.872996256,cat2,455.5504155,cat11,1416.142572
5293,5.830951895,56.59505279,21.97726098,30.8058436,20.95232684,3.21662867,cat2,389.7267258,,1416.142572
5294,6.164414003,57.01754116,25.61249695,35.36947837,24.35159132,2.781762032,cat2,195.5769063,cat15,1416.142572
5295,5.099019514,59.45586598,27.34958866,36.35931793,25.8069758,2.67720003,cat2,84.44584443,cat8,1416.142572
5296,5.916079783,44.41846463,18.22086716,35.4541958,17.20465053,2.992741218,cat2,99.5012527,,1416.142572
5297,5.291502622,62.5299928,30.96772513,41.98809355,29.44486373,2.34520788,cat2,142.7017956,cat8,1416.142572
5299,3.741657387,22.8035085,17.08800749,16.79285562,14.59451952,1.511853167,cat2,689.4337183,cat4,1416.142572
5303,6.782329983,36.08323711,14.6628783,21.9544984,15.03329638,2.6584582,cat2,622.0914641,cat13,1416.142572
5304,6.557438524,50.10987927,21.3541565,28.42534081,20.174241,2.601980015,cat2,152.0388401,na,1416.142572
5305,7,49.17316341,17.34935157,29.15475947,17.8325545,3.779775126,cat2,669.6962183,cat12,1416.142572
5306,6.480740698,50.6359556,21.44761059,30.21588986,20.34698995,3.036856928,cat2,425.8540971,cat6,1416.142572
5307,3,71.42828571,41.1703777,51.07837116,38.07886553,1.804023281,cat2,653.7962081,,1416.142572
5308,4.242640687,69.13754407,34.525353,43.4281015,32.18695388,2.113622483,cat2,475.15187,cat12,1416.142572
5311,3.31662479,56.42694392,25.3179778,30.18277655,21.51743479,2.695830113,cat2,405.9785912,cat10,1416.142572
5312,6.403124237,38.249183,16.34013464,24.51530134,16.34013464,2.318986848,cat2,577.1656614,cat10,1416.142572
5313,4.69041576,65.19969325,32.75667871,39.7617907,29.68164416,2.292487732,cat2,742.9566862,,1416.142572
5314,3.605551275,69.51978136,33.45145737,40.60788101,28.40774542,2.497779013,cat2,345.7353774,cat10,1416.142572
5315,6.32455532,54.15717866,23.76972865,32.81767816,23.15167381,2.480463666,cat2,492.8872634,cat5,1416.142572
5316,5.567764363,36.29049462,16.85229955,22.86919325,16.55294536,2.724316428,cat2,130.8704996,cat13,1416.142572
5317,6.164414003,54.60769177,25.76819745,33.49626845,23.91652149,2.047144353,cat2,332.2630258,cat3,1416.142572
5318,4.472135955,67.82329983,31.90611227,40.92676386,30.52867504,2.280328924,cat2,468.9786762,cat2,1416.142572
5319,6.633249581,23.08679276,9.486832981,17.05872211,9.848857802,3.287019927,cat2,518.527823,cat14,1416.142572
5320,7.211102551,43.37049688,18.27566688,25.29822128,17.91647287,2.621259239,cat2,562.3829776,cat15,1416.142572
5321,6.164414003,69.91423317,33.55592347,41.20679556,30.61045573,2.197817099,cat2,347.7379421,na,1416.142572
5322,7.211102551,41.14608122,17.02938637,26.96293753,17.4642492,2.590656288,cat2,489.1203679,cat11,1416.142572
5325,4.69041576,63.00793601,29.51270913,39.84971769,28.12472222,2.204948979,cat2,243.3497083,cat13,1416.142572
5348,4,98.63062405,47.02127178,55.00909016,43.57751714,2.42400495,cat2,474.5034614,cat13,1416.142572
5349,5.744562647,54.04627647,25.53429067,33.52610923,24.65765601,2.239441895,cat2,25.35210358,cat10,1416.142572
5350,7.211102551,50.32891813,20.04993766,31.32091953,19.6468827,2.795782538,cat2,452.2016379,cat10,1416.142572
5351,5.099019514,66.88049043,30.38091506,38.96151948,28.37252192,2.253042388,cat2,269.5423377,na,1416.142572
5352,6.32455532,45.59605246,16.37070554,26.83281573,16.79285562,3.044995895,cat2,431.1534968,cat6,1416.142572
5353,6.480740698,36.02776707,13.19090596,20.49390153,13.78404875,3.584452538,cat2,473.4870045,cat12,1416.142572
5354,6,42.79018579,17.20465053,29.51270913,16.40121947,2.854540243,cat2,557.9611938,cat11,1416.142572
5355,5.744562647,41.59326869,19.6468827,31.52776554,19.05255888,1.930725252,cat2,783.9639149,cat3,1416.142572
5356,7,24.51530134,9.746794345,15.09966887,10.29563014,2.832648937,cat2,659.9123276,cat4,1416.142572
5358,6.480740698,55.72252686,23.64318084,35.39774004,23.04343724,2.285169578,cat2,544.5195937,cat2,1416.142572
5359,5.830951895,45.96737974,21.42428529,29.30870178,20.78460969,1.922316311,cat2,62.62791886,cat5,1416.142572
5361,7.211102551,43.66921112,16.15549442,26.0959767,15.77973384,3.313683751,cat2,600.9927696,cat4,1416.142572
5362,7.211102551,45.96737974,18.22086716,28.28427125,18.08314132,3.343172146,cat2,313.4906622,cat11,1416.142572
5363,6,55.25395913,25.19920634,35.12833614,24.0208243,2.272377609,cat2,15.96747332,cat6,1416.142572
5364,7.141428429,44.44097209,18.65475811,27.76688675,18.89444363,2.574101785,cat2,581.6763812,cat15,1416.142572
5365,7.211102551,36.85105155,16.4924225,23.9582971,16.34013464,2.37600505,cat2,732.952366,na,1416.142572
5366,6.708203932,45.70557953,17.66352173,28.87905816,17.4642492,2.702369331,cat2,629.3107348,cat8,1416.142572
5368,6.557438524,62.15303693,23.17326045,37.38983819,22.60530911,2.931518378,cat2,712.1386542,cat14,1416.142572
5369,6.557438524,32.06243908,12.04159458,19.84943324,12.20655562,3.232939839,cat2,337.7730255,cat10,1416.142572
5370,6.480740698,38.301436,14.24780685,24.0208243,14.28285686,2.57619875,cat2,278.1618625,cat11,1416.142572
5417,5.656854249,47.34976241,22.13594362,30.34798181,21.47091055,2.010696397,cat2,544.6865831,cat10,1416.142572
5420,6.164414003,46.60472079,20.90454496,28.80972058,19.18332609,1.977144405,cat2,739.5665991,,1416.142572
5421,6.480740698,39.08964057,15.62049935,25.17935662,15.55634919,2.857113928,cat2,285.7601381,cat10,1416.142572
5422,6.403124237,49.02040392,22.71563338,31.63858404,22.6715681,2.095375861,cat2,330.4658138,cat14,1416.142572
5439,5.567764363,50.25932749,22.97825059,32.34192326,22.44994432,2.168155898,cat2,570.0720622,cat2,1416.142572
5471,4.898979486,37.92097045,21.30727575,25.78759392,20.39607805,1.724818831,cat2,34.66442043,cat3,1416.142572
5486,5.916079783,34.84250278,17.32050808,21.86321111,16.2788206,2.003896205,cat2,538.4275849,cat8,1416.142572
5487,5.196152423,47.08502947,22.8035085,28.39013913,21.40093456,1.973195378,cat2,13.8732849,,1416.142572
5488,5.385164807,52.31634544,28.42534081,34.0147027,26.38181192,2.264508777,cat2,219.8137218,cat5,1416.142572
5491,4.358898944,50.19960159,26.94438717,31.04834939,25.74878638,1.951102253,cat2,338.8486244,cat6,1416.142572
5492,4.358898944,40.71854614,20.66397832,25.45584412,19.4422221,1.967180724,cat2,789.1396337,cat5,1416.142572
5493,4.242640687,97.10818709,49.72926704,58.37807808,44.754888,2.484471775,cat2,289.0790231,cat4,1416.142572
5494,4.358898944,49.60846702,22.82542442,27.87471973,21.14237451,3.16227766,cat2,709.4030989,cat2,1416.142572
5495,4,29.9165506,13.45362405,15.39480432,12.20655562,3.465371553,cat2,408.5732171,cat8,1416.142572
5536,3.605551275,43.12771731,18.57417562,28.28427125,18.84144368,2.426190429,cat2,617.7945451,cat10,1416.142572
5537,5.744562647,52.90557627,22.15851981,31.27299154,21.14237451,2.375605186,cat2,364.1171572,cat13,1416.142572
5538,4.472135955,43.60045871,16.43167673,26.53299832,15.93737745,2.96342707,cat2,756.203602,cat6,1416.142572
5539,4,8.366600265,2.645751311,4.123105626,2,2.778434811,cat2,439.3503446,cat2,1416.142572
5559,4.898979486,55.65069631,28.12472222,32.78719262,25.27844932,2.392279248,cat2,742.5022994,cat3,1416.142572
5560,6,52.1823725,23.38803113,33.01514804,22.7815715,2.515293223,cat2,55.69352895,cat13,1416.142572
5561,6.08276253,45.563143,18.22086716,27.76688675,18.08314132,2.501019792,cat2,589.2307771,cat6,1416.142572
5725,5.656854249,120.6482491,45.57411546,73.88504585,44.91102315,2.857568897,cat2,715.10719,cat15,1416.142572
5729,3.741657387,51.69139193,18.30300522,33.36165464,17.8325545,3.486818034,cat2,772.1153227,cat8,1416.142572
5753,7.211102551,47.8225888,17.17556404,28.7923601,17.20465053,2.799696412,cat2,626.0625439,na,1416.142572
6074,5.656854249,27.58622845,10.04987562,17.17556404,9.746794345,3.332821627,cat2,415.4319879,cat11,1416.142572
6577,5.656854249,103.0824912,38.78143886,65.97726881,38.49675311,3.137084634,cat2,19.35015326,cat11,1416.142572
6578,6.08276253,47.5394573,17.94435844,30.6757233,17.40689519,2.893008814,cat2,506.7746796,cat5,1416.142572
6581,6.403124237,40.02499219,15.09966887,26.07680962,15,2.55988281,cat2,133.142864,cat14,1416.142572
6582,6.32455532,38.4317577,15.09966887,24.67792536,14.96662955,2.799553536,cat2,668.8903478,cat2,1416.142572
6585,5.830951895,57.41080038,21.97726098,35.60898763,21.86321111,2.912078296,cat2,62.66598336,cat10,1416.142572
6586,6.244997998,54.8452368,19.6468827,35.21363372,19.23538406,3.040772928,cat2,300.1385618,cat5,1416.142572
6587,6.244997998,51.82663408,20.42057786,33.07567082,20.04993766,2.646866071,cat2,730.1934748,cat4,1416.142572
6589,5.916079783,60.38211656,23.49468025,37.53664876,23.10844002,2.525747414,cat2,141.9368409,cat10,1416.142572
6590,6.633249581,53.75872022,20.92844954,34.9141805,20.71231518,2.6432934,cat2,189.1490969,cat10,1416.142572
6591,6.92820323,37.02701716,,22.97825059,12.4498996,3.872996256,cat2,772.6559281,cat8,1416.142572
6592,5.830951895,45.39823785,16.1245155,28.72281323,15.93737745,3.872996256,cat2,592.2526595,cat8,1416.142572
6593,6.164414003,46.64761516,16.30950643,28.24889378,15.58845727,3.872996256,cat2,382.1784348,,1416.142572
6594,6.557438524,65.3375849,24.31049156,38.301436,24.12467616,3.011677274,cat2,776.2001018,cat6,1416.142572
6595,5.830951895,70.79548008,27.31300057,41.21892769,26.73948391,3.081996106,cat2,668.7284538,cat13,1416.142572
6636,4.358898944,41.48493703,17.02938637,23.89560629,16.673332,2.569649782,cat2,747.0200824,cat15,1416.142572
6640,7.211102551,16.58312395,11.09053651,16.52271164,10.53565375,1.08013888,cat2,536.2730426,cat10,1416.142572
6652,6.403124237,35.44009029,20.174241,29.24038303,19.57038579,1.411488576,cat2,31.91678282,cat3,1416.142572
6711,5.196152423,39.38273734,15.93737745,28.56571371,15.26433752,2.871149596,cat2,140.2452631,cat3,1416.142572
6712,6.403124237,55.12712581,21.9544984,31.19294792,21.11871208,2.735269639,cat2,331.2521171,cat14,1416.142572
6713,6.708203932,47.50789408,16.88194302,27.54995463,17.4642492,3.433569571,cat2,158.9887042,cat6,1416.142572
6717,5.477225575,52.5642464,22.8035085,33.80828301,21.56385865,2.174810337,cat2,285.7066212,,1416.142572
6719,6,63.26926584,25.43619468,36.5650106,25.11971337,2.779028607,cat2,624.609869,na,1416.142572
6720,7.211102551,53.16013544,19.5192213,30.39736831,19.10497317,2.828002829,cat2,508.2874585,,1416.142572
6721,6.782329983,56.17828762,20.73644135,33.30165161,20.5669638,3.27714815,cat2,101.6314937,cat4,1416.142572
6725,7.211102551,54.17564028,18.46618531,31.22498999,18.08314132,3.421403221,cat2,547.1312163,cat10,1416.142572
